objectID,created_at,timestamp,author,title,url,points,num_comments
20343033,2019-07-03T10:13:48Z,1562148828,saravana85,Researchers say 6G will stream human brain-caliber AI to wireless devices,https://venturebeat.com/2019/06/14/researchers-say-6g-will-stream-human-brain-caliber-ai-to-wireless-devices/,2,0
20876474,2019-09-04T12:27:46Z,1567600066,totaldude87,NASA Releases Time-Lapse Video of Depleting Arctic Ice Cap [2016],https://www.youtube.com/watch?v=qHE0n5c6-6g,2,0
21470249,2019-11-07T03:52:00Z,1573098720,ilamont,China says it has already begun R&D for sixth-generation mobile networks,https://www.caixinglobal.com/2019-11-07/forget-about-5g-china-says-were-already-developing-6g-101479932.html,1,0
21595728,2019-11-21T16:18:23Z,1574353103,TheLastSamurai,Tech Mahindra joins hands with Business Finland with an MoU for R&D in 5G/6G,https://techtudor.blogspot.com/2019/11/tech-mahindra-joins-hands-with-business.html,1,0
21616142,2019-11-23T19:59:24Z,1574539164,jakub_g,"Sony, NTT, Intel to form 6G partnership; ""one charge a year"" phones on agenda",https://asia.nikkei.com/Business/Technology/Beyond-5G-Sony-NTT-and-Intel-to-form-6G-partnership,1,1
22151213,2020-01-26T09:16:17Z,1580030177,idl3Y,Finnish university sets out the drivers for 6G,https://www.smartcitiesworld.net/news/finnish-university-sets-out-the-drivers-for-6g-4568,1,0
22876371,2020-04-15T11:00:25Z,1586948425,bookofjoe,6G will bring speeds up to 100Gbps,https://www.wsj.com/articles/forget-5g-for-a-moment-instead-imagine-6g-11586743200,4,1
23041956,2020-05-01T13:51:02Z,1588341062,che_shr_cat,6G White Paper on Edge Intelligence,https://arxiv.org/abs/2004.14850,2,0
23177457,2020-05-14T09:39:14Z,1589449154,Nokinside,"6G White Paper: Research Challenges for Trust, Security and Privacy",https://arxiv.org/abs/2004.11665,2,0
23237265,2020-05-19T17:08:11Z,1589908091,throwaway888abc,"Vultr Cloud, Promo – Get $100 credit on subscribe",https://www.vultr.com/?ref=8372242-6G,2,3
23389984,2020-06-02T11:46:07Z,1591098367,headalgorithm,Atom-Thin Switches Could Route 5G and 6G Radio Signals,https://spectrum.ieee.org/nanoclast/semiconductors/devices/atomthin-switches-5g-6g-radio-signals,2,0
23392442,2020-06-02T15:57:03Z,1591113423,kaisix,Xiaomi is getting ready for 6G,https://www.techinasia.com/forget-5g-xiaomi-ready-6g,2,0
23400565,2020-06-03T06:34:33Z,1591166073,jonbaer,Atom-Thin Switches Could Route 5G and 6G Radio Signals,https://spectrum.ieee.org/nanoclast/semiconductors/devices/atomthin-switches-5g-6g-radio-signals,79,3
23434842,2020-06-05T22:43:53Z,1591397033,mychele,Toward 6G Networks: Use Cases and Technologies,https://arxiv.org/abs/1903.12216,3,0
23498520,2020-06-12T12:26:09Z,1591964769,samizdis,Scientists propose data encoding method for the 6G standard,https://phys.org/news/2020-06-scientists-encoding-method-6g-standard.html,1,0
23840060,2020-07-15T01:01:27Z,1594774887,chewdatgenie,"Expect 6G in 2028, enabling mobile holograms and digital twins",https://venturebeat.com/2020/07/14/samsung-expect-6g-in-2028-enabling-mobile-holograms-and-digital-twins/,2,0
23843575,2020-07-15T11:04:52Z,1594811092,throw0101a,"Samsung: Expect 6G in 2028, enabling mobile holograms and digital twins",https://venturebeat.com/2020/07/14/samsung-expect-6g-in-2028-enabling-mobile-holograms-and-digital-twins/,6,1
23845970,2020-07-15T14:51:20Z,1594824680,trendoa,Japonlar 6G yarışına girdi – Trendoa,https://www.trendoa.com/editorden/japonlar-6g-yarisina-girdi/,1,0
23846015,2020-07-15T14:54:42Z,1594824882,jpmellojr,Samsung Reveals 6G Vision,https://jpmellojr.blogspot.com/2020/07/samsung-reveals-6g-vision.html,1,0
23859240,2020-07-16T14:20:34Z,1594909234,greatblueworld,Samsung Reveals 6G Vision,https://www.technewsworld.com/story/Samsung-Reveals-6G-Vision-86758.html,2,0
23870645,2020-07-17T14:13:08Z,1594995188,bdz,Samsung 6G white paper [pdf],https://cdn.codeground.org/nsr/downloads/researchareas/6G%20Vision.pdf,5,1
23986958,2020-07-29T14:21:52Z,1596032512,MindGods,"With 5G Rollout Lagging, Research Looks Ahead to 6G",https://spectrum.ieee.org/tech-talk/telecom/wireless/with-5g-rollout-lagging-research-looks-ahead-to-6g,2,0
24599273,2020-09-26T14:53:13Z,1601131993,baybal2,Breakthrough Could Lead to Amplifiers for 6G Signals,https://spectrum.ieee.org/tech-talk/semiconductors/devices/breakthrough-could-lead-to-amplifiers-for-6g-signals,3,0
24988255,2020-11-04T11:59:42Z,1604491182,zeristor,Breakthrough Could Lead to Amplifiers for 6G Signals,https://spectrum.ieee.org/tech-talk/semiconductors/devices/breakthrough-could-lead-to-amplifiers-for-6g-signals,3,0
25015154,2020-11-07T14:10:10Z,1604758210,dielll,China sends world's first 6G test satellite into orbit,https://www.bbc.com/news/av/world-asia-china-54852131,5,0
25037065,2020-11-09T17:20:41Z,1604942441,hedoluna,China sends 13 new satellites for a new 6G constellation,https://www.bbc.com/news/av/world-asia-china-54852131,3,0
25053013,2020-11-10T22:37:11Z,1605047831,senux,NYU Wireless Already Working on 6G,https://spectrum.ieee.org/telecom/wireless/nyu_wireless_picks_up_its_own_baton_to_lead_the_development_of_6g,2,0
25096054,2020-11-14T22:03:09Z,1605391389,turtlegrids,China leapfrogs world with first 6G experimental satellite,https://asiatimes.com/2020/11/china-leapfrogs-world-with-first-6g-experimental-satellite/,3,0
25182649,2020-11-23T01:17:24Z,1606094244,benryon,China Launched World's First 6G Satellite. We Don't Even Know What 6G Is Yet,https://www.popularmechanics.com/space/satellites/a34739258/china-launches-first-6g-satellite/,5,0
25183748,2020-11-23T05:03:28Z,1606107808,notRobot,China Launches World's First 6G Satellite. We Don't even know what 6G is yet,https://www.popularmechanics.com/space/satellites/a34739258/china-launches-first-6g-satellite/?u,1,1
25259597,2020-11-30T22:01:17Z,1606773677,RarebitNutter,6G Progress and Future Research,https://occasional.tech/2020/11/24/6g-communication/,2,2
25347664,2020-12-08T16:42:10Z,1607445730,jacksonpollock,China Launches First 6G Satellite: What Is 6G Network?,https://www.popularmechanics.com/space/satellites/a34739258/china-launches-first-6g-satellite/,9,1
25678814,2021-01-07T22:54:26Z,1610060066,mardiyah,China launches 'first 6G experiment satellite',https://www.aa.com.tr/en/asia-pacific/china-launches-worlds-first-6g-experiment-satellite/2034321,2,0
26074881,2021-02-09T07:42:30Z,1612856550,doener,"Forget 5G, the U.S. and China Are Already Fighting for 6G Dominance",https://www.bloomberg.com/news/features/2021-02-08/forget-5g-the-u-s-and-china-are-already-fighting-for-6g-dominance,1,0
26083730,2021-02-09T23:07:35Z,1612912055,mardiyah,"Forget 5G, the U.S. and China Are Already Fighting for 6G Dominance",https://www.bloomberg.com/news/features/2021-02-08/forget-5g-the-u-s-and-china-are-already-fighting-for-6g-dominance,2,0
26083747,2021-02-09T23:09:06Z,1612912146,mardiyah,6G Communications: The Trillion Dollar Battle Commences,https://www.idtechex.com/en/webinar/6g-communications-the-trillion-dollar-battle-commences/343,3,0
26105397,2021-02-11T18:38:14Z,1613068694,giuliomagnifico,CEA-Leti Announces EU Project to Create Dynamically Programmable 6G Environment,https://www.evaluationengineering.com/applications/communications-test/press-release/21209806/cealeti-cealeti-announces-eu-project-to-create-dynamically-programmable-wireless-6g-environments,1,0
26173047,2021-02-17T23:03:52Z,1613603032,Bluestein,EU Project to Create Dynamically Programmable Wireless 6G Environment,https://www.evaluationengineering.com/applications/communications-test/press-release/21209806/cealeti-cealeti-announces-eu-project-to-create-dynamically-programmable-wireless-6g-environments,1,1
26182150,2021-02-18T16:49:12Z,1613666952,prostoalex,Apple Hiring Engineers to Develop 6G Wireless,https://www.bloomberg.com/news/articles/2021-02-18/apple-hiring-engineers-to-develop-6g-wireless,4,2
26189517,2021-02-19T03:59:28Z,1613707168,lazycrazyowl,Apple Hiring Engineers to Develop 6G Wireless,https://www.bloomberg.com/news/articles/2021-02-18/apple-hiring-engineers-to-develop-6g-wireless,3,0
26286827,2021-02-27T18:17:18Z,1614449838,gmays,Apple Hiring Engineers to Develop 6G Wireless,https://www.bloomberg.com/news/articles/2021-02-18/apple-hiring-engineers-to-develop-6g-wireless,2,0
26301693,2021-03-01T11:26:03Z,1614597963,Bluestein,EU Project to Create Dynamically Programmable Wireless 6G Environments,https://www.evaluationengineering.com/applications/communications-test/press-release/21209806/cealeti-cealeti-announces-eu-project-to-create-dynamically-programmable-wireless-6g-environments,2,1
26307798,2021-03-01T20:15:39Z,1614629739,the_only_law,Ask HN: How to get started with 5G as a software developer,,5,5
26582807,2021-03-25T17:14:43Z,1616692483,hidden-spyder,6G era research – Bell Labs,https://www.bell-labs.com/disruption/6g-era-research/,2,0
26597952,2021-03-26T22:52:05Z,1616799125,mettamage,"Ask HN: How to get good info on macronutrients, micronutrients and food data?",,1,0
26858570,2021-04-19T02:19:42Z,1618798782,thebetatester,China and Huawei's Dystopian 'New IP' Plan for 6G,https://tech.slashdot.org/story/21/04/17/2041239/china-and-huaweis-dystopian-new-ip-plan-for-6g,3,0
26899288,2021-04-22T06:06:29Z,1619071589,evo_9,Dad University,https://www.youtube.com/channel/UCSrVu4egvMdSX3jZ4_tP-6g,1,0
27044656,2021-05-05T00:37:17Z,1620175037,jonbaer,'Multiplexer' Silicon Chip to Drive 6G Communications,https://interestingengineering.com/ultra-small-multiplexer-silicon-chip-could-enable-6g-and-beyond,2,0
27335359,2021-05-30T18:32:29Z,1622399549,sjperez,Ask HN: Most Valuable Jobs of 2025?,,22,16
27470497,2021-06-11T07:58:52Z,1623398332,finphil,Latest tests on 6G return surprising results,https://techxplore.com/news/2021-06-latest-6g-results.html,1,0
27562081,2021-06-19T16:48:55Z,1624121335,infodocket,6G and Artificial Intelligence and Machine Learning [pdf],https://www.mitre.org/sites/default/files/publications/pr-21-0214-6g-and-artificial-intelligence-and-machine-learning.pdf,2,0
27675573,2021-06-29T13:37:19Z,1624973839,mardiyah,Scientists obtain magnetic nanopowder for 6G technology,https://phys.org/news/2021-06-scientists-magnetic-nanopowder-6g-technology.html,4,0
27761400,2021-07-07T14:19:10Z,1625667550,belter,Toward 6G – Hardware Design to Wireless Semantic and Goal-Oriented Communication,https://arxiv.org/abs/2107.01019,2,0
28254598,2021-08-21T05:58:11Z,1629525491,mardiyah,Researchers Set Distance Record for 6G Transmission,https://gizmodo.com/researchers-just-set-a-new-distance-record-for-6g-trans-1847524375/,2,0
28472252,2021-09-09T17:29:04Z,1631208544,mikhael,SoftBank Eyeing Battery-Maker 3DOM for 6G and Mobile Base Stations,https://thenewsmotion.com/softbank-eyeing-battery-maker-3dom-for-6g-and-mobile-base-stations/,1,0
29033167,2021-10-28T23:02:30Z,1635462150,samizdis,"Get ready for full holograms and 6G while living in the metaverse, says Samsung",https://www.theregister.com/2021/10/28/samsung_previews_6g/,4,0
29385336,2021-11-29T21:11:05Z,1638220265,infodocket,"6G Is Years Away, but the Power Struggles Have Already Begun",https://spectrum.ieee.org/6g-geopolitics,1,1
29483999,2021-12-08T12:38:28Z,1638967108,rustoo,India investing in developing capabilities in 5G and 6G tech,https://www.business-standard.com/article/current-affairs/india-investing-in-developing-capabilities-in-5g-6g-tech-pm-modi-121111800722_1.html,1,0
29624993,2021-12-20T13:59:35Z,1640008775,ystad,If 6G becomes just 5G+ we’ll have made a big mistake,https://spectrum.ieee.org/6g-semantic-communication,36,65
29943381,2022-01-15T03:55:02Z,1642218902,blurbleblurble,6G White Paper on Localization and Sensing,https://arxiv.org/abs/2006.01779,5,0
30057191,2022-01-24T13:16:35Z,1643030195,CapitalistCartr,6G exploratory group to be led by wireless heavyweights,https://www.networkworld.com/article/3647996/6g-exploratory-group-to-be-led-by-wireless-heavyweights.html,3,0
30369340,2022-02-17T03:51:51Z,1645069911,mooreds,Make haste slowly – the long and winding road to 6G,https://www.ericsson.com/en/blog/2022/2/the-long-winding-road-to-6g,1,0
30677866,2022-03-14T20:32:55Z,1647289975,prostoalex,Let’s Talk About 6G,https://www.wsj.com/articles/forget-5g-lets-talk-6g-11647046000,3,1
30749390,2022-03-21T02:26:47Z,1647829607,zdw,On 6G and Trustworthiness,https://cacm.acm.org/magazines/2022/4/259406-on-6g-and-trustworthiness/fulltext,1,0
30830407,2022-03-28T13:43:40Z,1648475020,sasvari,What will 6G be like?,https://www.imec-int.com/en/articles/6g,1,0
30998760,2022-04-12T04:53:13Z,1649739193,teleforce,The OTFS Interview: Implications of a 6G Candidate Technology,https://www.6gworld.com/exclusives/the-otfs-interview-implications-of-a-6g-candidate-technology/,1,0
31400110,2022-05-16T16:49:35Z,1652719775,giuliomagnifico,Eavesdroppers can hack some 6G frequency with easy DIY metasurface,https://news.rice.edu/news/2022/eavesdroppers-can-hack-6g-frequency-diy-metasurface,2,0
31649590,2022-06-07T03:35:12Z,1654572912,ddtaylor,"It's the 'right time' to prepare for 6G, says Samsung",https://rcrwireless.com/20220602/network-infrastructure/its-the-right-time-to-prepare-for-6g-says-samsung,1,0
31670943,2022-06-08T17:30:14Z,1654709414,ddtaylor,Japan to Launch 6G Experimental Trials with Nokia,https://asiatimes.com/2022/06/japan-to-launch-6g-experimental-trials-with-nokia/,3,0
31868251,2022-06-24T19:35:24Z,1656099324,CharlesW,Neuronlike Memristors Could Superspeed 6G Wireless,https://spectrum.ieee.org/memristor-6g-switches,7,2
32216280,2022-07-24T18:33:52Z,1658687632,WaitWaitWha,6G and Beyond: A Terahertz Research Roundup,https://www.allaboutcircuits.com/news/terahertz-wireless-communication-technology/,2,0
32425229,2022-08-11T13:25:32Z,1660224332,rbanffy,Neuronlike Memristors Could Superspeed 6G Wireless,https://spectrum.ieee.org/memristor-6g-switches,2,0
32465520,2022-08-15T03:26:41Z,1660534001,snikolaev,6G: Scientists find terahertz radiation boosts brain cell growth in mice,https://www.scmp.com/news/china/science/article/3188633/eyes-6g-safety-chinese-scientists-find-terahertz-radiation,8,5
32553243,2022-08-22T15:53:50Z,1661183630,zacwest,The Road to 6G,https://cacm.acm.org/magazines/2022/9/263802-the-road-to-6g/fulltext,4,0
32740013,2022-09-06T17:09:34Z,1662484174,oipoloi,Metamaterials could solve one of 6g’s big problems,https://spectrum.ieee.org/metamaterials-could-solve-one-of-6gs-big-problems,3,1
33006868,2022-09-28T11:52:37Z,1664365957,oedmarap,Strange Topological Physics Could Help Enable 6G Tech,https://spectrum.ieee.org/photonic-topological-insulators-2658324693,2,0
33201957,2022-10-14T11:10:06Z,1665745806,rbanffy,Metamaterials Could Solve One of 6G’s Big Problems,https://spectrum.ieee.org/metamaterials-could-solve-one-of-6gs-big-problems,1,0
33639886,2022-11-17T15:09:39Z,1668697779,qalter,Joint communication and sensing in 6G networks,https://www.ericsson.com/en/blog/2021/10/joint-sensing-and-communication-6g,3,0
34304428,2023-01-08T23:15:55Z,1673219755,VagueMag,Scientists Want to Use People as Antennas to Power 6G,https://www.popularmechanics.com/science/energy/a42419268/6g-power-humans-antennas/,1,1
34328781,2023-01-10T17:58:34Z,1673373514,sizzle,Next-Generation 6G Wireless Technology May Leverage the Human Body for Energy,https://www.umass.edu/news/article/next-generation-wireless-technology-may-leverage-human-body-energy,1,0
34333340,2023-01-11T00:12:13Z,1673395933,mfiguiere,Examining the Impact of 6G Telecommunications on Society,https://spectrum.ieee.org/examining-the-impact-of-6g-telecommunications-on-society,1,0
34397653,2023-01-16T06:50:52Z,1673851852,teleforce,6G (Network),https://en.wikipedia.org/wiki/6G_(network),1,0
35063291,2023-03-08T00:06:24Z,1678233984,mfiguiere,"Next-gen mobile internet – 6G – will launch in 2030, telecom bosses say",https://www.cnbc.com/2023/03/08/what-is-6g-and-when-will-it-launch-telco-execs-predict.html,2,2
35063592,2023-03-08T00:38:33Z,1678235913,tomleslieli,"I made a video cover letter, someone please hire me:)",https://www.youtube.com/watch?v=KBzC_6g-V5g,3,1
35596299,2023-04-17T02:39:42Z,1681699182,teleforce,Towards 6G wireless communication networks,https://link.springer.com/article/10.1007/s11432-020-2955-6,1,0
35604472,2023-04-17T18:21:35Z,1681755695,mfiguiere,Time Crystals May Improve Lasers and Enable 6G Wireless,https://spectrum.ieee.org/photonic-time-crystals,2,0
35614654,2023-04-18T14:42:04Z,1681828924,rbanffy,Time Crystals May Improve Lasers and Enable 6G Wireless,https://spectrum.ieee.org/photonic-time-crystals,5,0
35657975,2023-04-21T18:28:39Z,1682101719,t23,US Begins Planning for 6G Wireless Communications – Slashdot,https://m.slashdot.org/story/413448,8,0
35664638,2023-04-22T09:05:30Z,1682154330,sine_break,U.S. Begins Planning for 6G Wireless Communications,https://www.wsj.com/articles/u-s-begins-planning-for-6g-wireless-communications-246868d0,2,0
35688329,2023-04-24T14:49:13Z,1682347753,chillbill,"In 5G and 6G, Biden is starting to make Trump look good",https://www.lightreading.com/6g/in-5g-and-6g-biden-is-starting-to-make-trump-look-good/a/d-id/784502,4,0
35725462,2023-04-27T09:26:41Z,1682587601,teleforce,What to expect from 6G: Takeaways from early global research,https://www.ericsson.com/en/blog/2023/2/6g-early-research-global-takeaways,2,1
36114853,2023-05-29T15:23:51Z,1685373831,rntn,"Nvidia Collaborates with SoftBank for Next-Gen Generative AI, 5G/6G Datacenters",https://nvidianews.nvidia.com/news/softbank-telecom-data-centers-grace-hopper,3,0
36588291,2023-07-04T15:50:53Z,1688485853,mfiguiere,"Indian telecoms leaps from 2G, to 4G, to 6G – on a single day",https://www.theregister.com/2023/07/04/india_6g_jio_bharat_4g/,2,0
36871101,2023-07-25T23:22:29Z,1690327349,mfiguiere,Climate Monitoring and 6G Must Learn to Coexist,https://spectrum.ieee.org/climate-monitoring-satellites,1,0
37210778,2023-08-21T15:21:19Z,1692631279,layer8,SK Telecom Publishes White Paper on Critical Assessment of 5G Technology,https://isp.page/news/all-hope-is-in-6g-south-koreas-largest-mobile-operator-says-5g-has-fallen-short-of-expectations-2/,1,0
37261330,2023-08-25T13:13:53Z,1692969233,nanna,"Sam Altman: How to Build the Future (Video, 2016)",https://www.ycombinator.com/library/6G-how-to-build-the-future,1,0
37517306,2023-09-15T02:00:35Z,1694743235,sandreas,Ask HN: What's the smallest dedicated Android audio player you know?,,2,1
37751653,2023-10-03T13:32:33Z,1696339953,beardyw,New 6G Networks Are in the Works. Can They Destroy Dead Zones for Good?,https://www.scientificamerican.com/article/new-6g-networks-are-in-the-works-can-they-destroy-dead-zones-for-good/,4,4
38011467,2023-10-25T10:58:24Z,1698231504,underscoring,Ask HN: Why are Ubuntu images so big?,,14,17
38292760,2023-11-16T17:42:25Z,1700156545,mfiguiere,6G Could Pull Double Duty to Monitor Climate Change,https://spectrum.ieee.org/6g-climate-change,1,0
38530775,2023-12-05T14:01:12Z,1701784872,mgh2,Apple's Work on 6G Connectivity Already Expanding,https://www.macrumors.com/2023/12/04/apple-work-on-6g-expanding/,2,0
38673433,2023-12-17T15:23:24Z,1702826604,Brajeshwar,Scientists create light-based semiconductor chip that will pave the way for 6G,https://www.livescience.com/technology/electronics/6g-chip-uses-both-light-and-electricity-and-fits-together-like-lego,1,0
38804179,2023-12-29T12:22:48Z,1703852568,DaveFlater,5G networks won't have the capacity to cope by end of the decade,https://www.theregister.com/2023/12/29/mobile_industry_looks_to_6g/,12,30
38840072,2024-01-02T10:12:03Z,1704190323,Futurebot,Is it time for 6G already? Traffic analysis says yep,https://www.theregister.com/2023/12/29/mobile_industry_looks_to_6g/,2,0
39427856,2024-02-19T09:54:43Z,1708336483,teleforce,Accelerating Innovation in 6G Research: Real-Time SDR for Rapid Prototyping,https://paperswithcode.com/paper/accelerating-innovation-in-6g-research-real,2,0
39544311,2024-02-28T22:29:46Z,1709159386,WaitWaitWha,U.S. and 9 nations unveil 6G principles for global adoption,https://www.nextgov.com/emerging-tech/2024/02/us-signs-international-principles-6g/394506/,2,1
39556206,2024-02-29T22:41:56Z,1709246516,sandreas,Ask HN: Nobody interested in an open hardware iPod Nano?,,25,37
39569302,2024-03-02T02:38:00Z,1709347080,teleforce,The OTFS Interview: Implications of a 6G Candidate Technology,https://www.6gworld.com/exclusives/the-otfs-interview-implications-of-a-6g-candidate-technology/,1,0
39648089,2024-03-09T00:14:31Z,1709943271,mfiguiere,6G Reflector Chip Tech Offers Road to 33 Gb/s,https://spectrum.ieee.org/6g-wireless-reflector-chips,2,0
39652709,2024-03-09T16:25:45Z,1710001545,Brajeshwar,6G Reflector Chip Tech Offers Road to 33 GB/S,https://spectrum.ieee.org/6g-wireless-reflector-chips,1,0
39795721,2024-03-22T22:57:47Z,1711148267,jnord,6G Terahertz Devices Demand 3D Electronics,https://spectrum.ieee.org/rf-filter-6g-terahertz,1,0
39800234,2024-03-23T14:35:10Z,1711204510,Brajeshwar,6G Terahertz Devices Demand 3D Electronics,https://spectrum.ieee.org/rf-filter-6g-terahertz,21,2
40100246,2024-04-20T19:27:53Z,1713641273,karp773,Nokia (NOK) and IISc Team Up to Drive 6G Research in India,https://finance.yahoo.com/news/nokia-nok-iisc-team-drive-124000688.html,2,0
40149004,2024-04-24T20:13:27Z,1713989607,rbanffy,Curving Terahertz Signals Around Obstacles for 6G,https://spectrum.ieee.org/6g-network-curved-terahertz-signals,1,0
40153409,2024-04-25T04:25:56Z,1714019156,titusblair,Ghost Jobs – it's not your fault that you are not getting hired in 2024 [video],https://www.youtube.com/watch?v=nKWJHHmi-6g,81,79
40210595,2024-04-30T13:06:16Z,1714482376,kungfudoi,6G speeds hit 100 Gbps in new test – 500 times faster than average 5G cellphones,https://www.livescience.com/technology/communications/6g-speeds-hit-100-gbps-in-new-test-500-times-faster-than-average-5g-cellphones,11,10
40232828,2024-05-02T04:53:17Z,1714625597,teleforce,6G speeds hit 100 Gbps in new test: 500 times faster than average 5G cellphones,https://www.livescience.com/technology/communications/6g-speeds-hit-100-gbps-in-new-test-500-times-faster-than-average-5g-cellphones,1,2
40299528,2024-05-08T15:51:53Z,1715183513,mycall,The Roadmap to 6G: AI Empowered Wireless Networks,https://ieeexplore.ieee.org/document/8808168,1,0
40343674,2024-05-13T14:17:58Z,1715609878,Brajeshwar,Scientists could make fast 6G using curving light rays,https://www.livescience.com/technology/communications/scientists-made-blazing-fast-6g-using-curving-light-rays,1,0
40418969,2024-05-20T19:06:39Z,1716231999,___HUSH,Satellites will kill cell dead zones for good – and replace it with 6G,https://electronics360.globalspec.com/article/21078/satellites-will-kill-cell-dead-zones-for-good-and-replace-it-with-6g,7,2
40487654,2024-05-27T04:51:06Z,1716785466,sharpshadow,Engineers unlock the next generation of wireless communications,https://techxplore.com/news/2024-05-6g-generation-wireless-communications.html,1,0
40492054,2024-05-27T16:06:20Z,1716825980,giuliomagnifico,An adjustable filter that can prevent interference in the range 600 MHz to 6 GHz,https://blog.seas.upenn.edu/to-6g-and-beyond-penn-engineers-unlock-the-next-generation-of-wireless-communications/,72,17
40493021,2024-05-27T17:55:38Z,1716832538,teleforce,There Is Not Enough Electricity to Run 5G: Finding the Road to 6G [pdf],https://eridan.io/wp-content/uploads/2021/06/6G-Summit-2020-McCune_paper.pdf,1,0
40864690,2024-07-03T10:45:20Z,1720003520,teleforce,Joint communication and sensing in 6G networks,https://www.ericsson.com/en/blog/2021/10/joint-sensing-and-communication-6g,1,0
40977889,2024-07-16T16:16:27Z,1721146587,doener,Beijing University claims to have achieved first 6G transmission,http://www.bupt.edu.cn/info/1079/87727.htm,1,0
41401990,2024-08-30T16:05:26Z,1725033926,boilerupnc,6G revolution begins: Researchers achieve record-breaking data speeds,https://studyfinds.org/6g-record-breaking-data-speed/,9,7
41540916,2024-09-14T16:42:38Z,1726332158,thunderbong,"Pentagon readies for 6G, the next of wave of wireless network tech",https://www.msn.com/en-us/news/technology/pentagon-readies-for-6g-the-next-of-wave-of-wireless-network-tech/ar-AA1qwGwl,5,0
41668621,2024-09-27T10:37:09Z,1727433429,rbanffy,Terahertz 6G Signal Splitting Enabled with New Device,https://spectrum.ieee.org/terahertz-6g-multiplexer,1,0
41723784,2024-10-02T18:43:26Z,1727894606,mdp2021,"Resiliency for 6G Will Be Crucial, Once It's Defined",https://spectrum.ieee.org/6g-resiliency,1,0
41776897,2024-10-08T13:01:26Z,1728392486,teleforce,Future Network Services: 6G for and by the Netherlands,https://futurenetworkservices.nl/en/,1,0
41873031,2024-10-17T19:39:15Z,1729193955,WithinReason,"6G tests reach a blisteringly quick 938 GB/s, 5000X faster than 5G",https://www.tomshardware.com/service-providers/6g-tests-reach-a-blisteringly-quick-938-gb-s-transmission-rate-5000x-faster-than-5g,30,16
42067660,2024-11-06T19:12:31Z,1730920351,mfiguiere,Millimeter Waves May Not Be 6G's Most Promising Spectrum,https://spectrum.ieee.org/6g-spectrum-fr3,3,0
42429490,2024-12-16T09:41:43Z,1734342103,user890104,S5Late is a tethered iPod Nano 7G (and possibly 6G) bootrom/DFU exploit,https://github.com/m-gsch/S5Late,4,0
42567175,2025-01-01T16:48:57Z,1735750137,transpute,6G Wireless Technology May Leverage the Human Body for RF Harvesting (2023),https://www.umass.edu/news/article/next-generation-wireless-technology-may-leverage-human-body-energy,1,1
42589165,2025-01-03T20:27:33Z,1735936053,doener,China beats Starlink to hi-res space-ground laser transmission at 6G standard,https://www.scmp.com/news/china/science/article/3293038/china-beats-starlink-hi-res-space-ground-laser-transmission-6g-standard,3,2
